Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
tue jun 14 2022 21:07:50 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 14 2022 20:33:09 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 14 2022 19:09:54 gmt+0000,akta avant 150,28976337-2720145,nan,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jun 14 2022 19:09:48 gmt+0000,akta avant 150,28976337-2720145,nan,internal error in the module.,eis.frac_15,13.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jun 14 2022 19:09:37 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 14 2022 18:47:50 gmt+0000,akta avant 150,28976337-2664278,19-5072,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jun 14 2022 18:06:06 gmt+0000,akta avant 150,28976337-2720145,nan,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jun 14 2022 18:06:06 gmt+0000,akta avant 150,28976337-2720145,nan,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jun 14 2022 17:47:20 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 14 2022 15:09:13 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 14 2022 06:32:37 gmt+0000,akta avant 150,28976337-1828492,19-5058,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
mon jun 13 2022 21:01:03 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,valve position error.,eis.valve_5,21.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,duplicate event
mon jun 13 2022 18:57:32 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jun 13 2022 18:10:22 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,drop hold failed to run.,eis.frac_15,61.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
mon jun 13 2022 16:47:34 gmt+0000,akta avant 25,28930842-2584237,avant2,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
mon jun 13 2022 14:53:02 gmt+0000,akta pure 25l,29018224-1865534,pure 3,mixer motor is blocked.,eis.mixer_14,25.0,nan,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,duplicate event
mon jun 13 2022 13:42:04 gmt+0000,akta pure 25l,29018224-1865534,pure 3,mixer motor is blocked.,eis.mixer_14,25.0,system audit trail,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,service case created
mon jun 13 2022 13:10:11 gmt+0000,akta pure 25l,29018224-2732235,pure 6,missing flow cell or faulty u9-l detector electronics.,eis.uvled_19,64.0,vid service log,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,service case created
sat jun 11 2022 08:14:11 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
sat jun 11 2022 08:14:03 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,nan,service case created
sat jun 11 2022 08:14:03 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
sat jun 11 2022 08:14:03 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
sat jun 11 2022 08:13:59 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
sat jun 11 2022 08:13:59 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
sat jun 11 2022 08:13:57 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
sat jun 11 2022 08:13:56 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-09-23t00:00:00.000z,service case created
sat jun 11 2022 08:13:56 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
sat jun 11 2022 08:13:56 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
sat jun 11 2022 08:13:56 gmt+0000,akta avant 150,28976337-2453900,08_avant150_2453900,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
sat jun 11 2022 08:13:56 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
fri jun 10 2022 20:47:03 gmt+0000,akta avant 25,28930842-1837474,19-5059,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jun 10 2022 19:50:34 gmt+0000,akta avant 25,28930842-2626667,avant 3,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jun 10 2022 19:41:36 gmt+0000,akta avant 25,28930842-2626667,avant 3,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jun 10 2022 19:03:20 gmt+0000,akta pure 150l,29046665-1803232,pure,"(4876) client watchdog failed to recieve a response from client within specifid limit, disconnect client",nan,nan,vid com log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,service case created
fri jun 10 2022 18:37:34 gmt+0000,akta avant 25,28930842-2584237,avant2,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,service case created
fri jun 10 2022 18:37:28 gmt+0000,akta avant 25,28930842-2814045,avant 5,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,service case created
fri jun 10 2022 18:37:27 gmt+0000,akta avant 150,28976337-2825681,avant 6,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-12-15t00:00:00.000z,service case created
fri jun 10 2022 18:37:27 gmt+0000,akta avant 25,28930842-2626667,avant 3,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,service case created
fri jun 10 2022 18:37:27 gmt+0000,akta avant 25,28930842-1521342,avant,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,service case created
fri jun 10 2022 18:37:27 gmt+0000,akta avant 25,28930842-2881938,avant 25,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2025-03-03t00:00:00.000z,service case created
fri jun 10 2022 18:37:22 gmt+0000,akta pure 150l,29046665-1803232,pure,no asset data received for over 1 hour,nan,nan,connectivity,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,service case created
fri jun 10 2022 17:56:02 gmt+0000,akta avant 25,28930842-2584237,avant2,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
fri jun 10 2022 17:09:09 gmt+0000,akta avant 25,28930842-2626667,avant 3,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jun 10 2022 17:09:08 gmt+0000,akta avant 25,28930842-2626667,avant 3,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jun 10 2022 13:04:37 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 22:12:29 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 09 2022 21:56:22 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
thu jun 09 2022 20:30:32 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 19:24:59 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
thu jun 09 2022 18:32:09 gmt+0000,akta avant 150,28976337-2735487,19-7010,position adjust.,eis.frac_15,75.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jun 09 2022 18:08:41 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 17:07:53 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 09 2022 17:05:41 gmt+0000,akta avant 25,28930842-2584237,avant2,mixer motor is blocked.,eis.mixer_14,25.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 16:50:13 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,the module has high cpu load.,eis.pump_2,5.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 09 2022 16:48:21 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 16:42:34 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
thu jun 09 2022 16:32:33 gmt+0000,akta avant 25,28930842-2584237,avant2,drop sync sensor failed to detect a drop.,eis.frac_15,73.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 16:06:39 gmt+0000,akta avant 25,28930842-2584237,avant2,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 15:41:38 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 14:37:38 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jun 09 2022 13:53:10 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in y-axis.,eis.frac_15,77.0,vid service log,"austin, united states of america",closed,nan,no action required
thu jun 09 2022 13:53:05 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,tube detect needed extra sweeps in x-axis.,eis.frac_15,76.0,vid service log,"austin, united states of america",closed,nan,no action required
thu jun 09 2022 00:51:49 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
wed jun 08 2022 23:41:48 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
wed jun 08 2022 23:21:39 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
wed jun 08 2022 23:21:39 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
wed jun 08 2022 23:21:30 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
wed jun 08 2022 23:21:01 gmt+0000,akta avant 150,28976337-2453900,08_avant150_2453900,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
wed jun 08 2022 23:21:00 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
wed jun 08 2022 23:21:00 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,nan,service case created
wed jun 08 2022 23:20:58 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
wed jun 08 2022 23:20:58 gmt+0000,akta avant 25,28930842-2763911,09_avant25_2763911,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-07-28t00:00:00.000z,service case created
wed jun 08 2022 23:20:35 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-09-23t00:00:00.000z,service case created
wed jun 08 2022 23:20:34 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
wed jun 08 2022 23:20:34 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
wed jun 08 2022 23:20:32 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
wed jun 08 2022 23:20:32 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
wed jun 08 2022 21:46:19 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
wed jun 08 2022 21:42:21 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
wed jun 08 2022 21:21:14 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
wed jun 08 2022 21:11:17 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
wed jun 08 2022 20:46:17 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
wed jun 08 2022 20:43:30 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
wed jun 08 2022 20:27:33 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
wed jun 08 2022 18:29:44 gmt+0000,akta avant 25,28930842-1976993,chrm-135256,block filter motor fault. hardware error.,eis.uv_9,22.0,vid service log,"lexington, united states of america",closed,2023-03-31t00:00:00.000z,no action required
wed jun 08 2022 18:17:54 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
wed jun 08 2022 17:50:52 gmt+0000,akta avant 25,28930842-2720136,19-7003,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 08 2022 17:50:52 gmt+0000,akta avant 25,28930842-2720136,19-7003,an alarmed hatch was opened.,eis.frac_16,23.0,nan,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
wed jun 08 2022 16:25:58 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,an alarmed hatch was opened.,eis.frac_16,23.0,vid service log,"austin, united states of america",closed,2023-05-29t00:00:00.000z,no action required
wed jun 08 2022 00:11:54 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 21:47:01 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,valve position error.,eis.valve_5,21.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,duplicate event
tue jun 07 2022 20:22:28 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,drop hold failed to run.,eis.frac_15,61.0,vid service log,"austin, united states of america",closed,2023-09-23t00:00:00.000z,no action required
tue jun 07 2022 19:52:58 gmt+0000,akta avant 25,28930842-2584237,avant2,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
tue jun 07 2022 19:45:30 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,duplicate event
tue jun 07 2022 19:14:04 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 18:19:53 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 18:14:03 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 17:36:41 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 17:30:19 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
tue jun 07 2022 16:39:34 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
tue jun 07 2022 16:37:22 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 16:29:38 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,valve position error.,eis.valve_5,21.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,duplicate event
tue jun 07 2022 16:00:30 gmt+0000,akta avant 25,28930842-1521342,avant,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jun 07 2022 15:29:09 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
tue jun 07 2022 15:27:56 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,5.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
tue jun 07 2022 15:27:54 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-05-10t00:00:00.000z,no action required
tue jun 07 2022 13:44:57 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,system audit trail,"austin, united states of america",closed,nan,no action required
tue jun 07 2022 13:44:57 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,an alarmed hatch was opened.,eis.frac_16,23.0,system audit trail,"austin, united states of america",closed,nan,no action required
tue jun 07 2022 13:28:07 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 08:55:30 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 08:05:14 gmt+0000,akta pure 150 l,29046665-2599742,04_pure150_2599742,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue jun 07 2022 08:04:52 gmt+0000,akta pure 25 l1,29018225-1687455,01_pure25_1687455,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
tue jun 07 2022 08:04:35 gmt+0000,akta avant 25,28930842-2795018,05_avant25_2795018,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-09-23t00:00:00.000z,service case created
tue jun 07 2022 08:04:34 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue jun 07 2022 08:04:34 gmt+0000,akta avant 25,28930842-2763911,09_avant25_2763911,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-07-28t00:00:00.000z,service case created
tue jun 07 2022 08:04:21 gmt+0000,akta pure 25 l,29018224-2606300,03_pure25_2606300,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue jun 07 2022 08:04:20 gmt+0000,akta avant 25,28930842-2840649,06_avant25_2840649,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,nan,service case created
tue jun 07 2022 08:04:09 gmt+0000,akta avant 25,28930842-2606268,06_avant25_2606268,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue jun 07 2022 08:04:07 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-06-17t00:00:00.000z,service case created
tue jun 07 2022 08:04:04 gmt+0000,akta pure 25 l1,29018225-2509860,03_pure25_2509860,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
tue jun 07 2022 08:04:04 gmt+0000,akta pure 25 l1,29018225-2285841,02_pure25_2285841,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-29t00:00:00.000z,service case created
tue jun 07 2022 08:04:04 gmt+0000,akta pure 25 l1,29018225-2214579,02_pure25_2214579,no asset data received for over 1 hour,nan,nan,connectivity,"austin, united states of america",closed,2023-05-10t00:00:00.000z,service case created
tue jun 07 2022 07:18:23 gmt+0000,akta avant 25,28930842-2609121,05_avant25_2609121,can bus resend warning.,eis.icu_1,32.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 01:22:18 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 01:21:01 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 01:20:59 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,the module has high cpu load.,eis.pump_2,5.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
tue jun 07 2022 01:19:40 gmt+0000,akta pure 25 m,29018226-2600047,07_pure25_2600047,the module has high cpu load.,eis.pump_2,4.0,vid service log,"austin, united states of america",closed,2023-06-17t00:00:00.000z,no action required
